8999164;Ulf Kulau
10366156;Yasuhiko Tamura
10366809;Zhong Chen 0001
10368770;Andreas K. Kähäri
10369466;D. Palomar
10369639;Yoram Bachrach
10371042;Donglai Zhu
10371478;Seok-Pil Lee
10372009;Stefan Marks
10375080;Juan Ares
10384209;Kyungmin Lee
10392047;Mingyan Li
10392456;Dimitris K. Tsolis
10392688;Masao Yokoyama
10394002;M. Ridwan Amode
10394782;Fagen Li
10396056;Klimis S. Ntalianis
10398756;Denise Carvalho-Silva
10399613;Ad Klaassen
10399755;Shigeru Matsuo
10400287;Arne J. Glenstrup
10402913;Katsuhiko Shirai
10404156;Jaewook Lee 0002
10405061;Toshio Morita
10407456;Tao Yang
10409661;Wenji Zhao
10410612;Abhishek Kumar
10411747;Jonathan Clarke
10415693;P. Martin-Smith
10417428;Joao Victor Bruneti Severino
10419886;William Michael Landau
10426492;Weizhong Yan
10427168;Magali Ruffier
10427188;T. Kurata
10427641;Yen-Jen Chen
10427773;Naoyuki Onoe
10429179;Kaihua Liu
10432127;Victor Chen
10433401;Joseph Cheriyan
10433873;Miyako Kusano
10433981;Kieron R. Taylor
10435301;Zhenyu Wu
10435390;Tzren-Ru Chou
10436582;Tianqing Zhu
10438479;Neil A. Dodgson
10439127;Joseph DiPietro
10440948;Asgeir S. Jakola
10443146;Feng Huang
10443861;Jeha Ryu
10445695;Bogdan Korel
10449226;Peter Clapham
10450362;Ismat Beg
10450833;Jianbin Qiu
10451032;Wei Wu 0023
10451511;Wieger Cornelissen
10454930;Chen He 0001
10455636;Hongbing Ma
10457352;Jorrit N. Herder
10457695;Zhenqian Feng
10469196;Stefano Cresci
10476387;Zhiqin Qian
10477591;Alessio Vita
10479070;Vincenzo Castorani
10499982;Janette Lee
10507885;Kalyan Kumar Jena
10514274;F. Richard Yu
10514353;Hong Jiang
10515308;Pascale Zaraté
10515643;Y.-D. Kim
10515950;Mainak Mondal
10515951;Cengiz Kahraman
10516360;Igor S. Pandzic
10517033;Hongwei Yang
10517917;Min Wu 0002
10518126;Junmin Li
10518468;Janghoon Kim
10518639;Hongyun Xie
10519745;Vu Ngoc Phat
10519896;Fei Gao 0014
10520262;Karsten E. Thompson
10522321;Lijie Zhang
10522507;Yuri Iwano
10522652;Steven S. Seiden
10523595;Hisashi Yamamoto
10524054;Frédéric Gardi
10524523;Zhiping Wang
10524627;Xinxing Wu
10526946;Ping Xiong
10527055;Sridhar Seshadri
10528390;Cindy L. Bethel
10528430;Brendan J. Frey
10531626;Lei Wan
10532432;Juan Miguel Tapia García
10533359;Radu Calinescu
10533522;Peng Wu 0009
10534262;Yanxiao Zhao
10535253;Jinshu Su
10535424;Shangfei Wang
10554848;Lauri Gurguryan
10564254;Xiaoming Gao
10564869;Sourav Kumar Bhoi
10565983;Chin-Shang Li
10566529;Péter Balázs
10568370;Wen-Yen Lin
10574358;Lizhong Xiong
10585007;Y. T. Yeh
10585199;Alberto Prieto
10585729;Xin Ma 0004
10587052;Jianping Sun
10587071;Songping Zhou
10590215;Jin Wu 0002
10591161;Eiji Soga
10599243;Diane Otília Lima Fontes
10604820;Hugues Déprés
10614185;Isidro Ramos
10616291;Guang Yu
10616674;Susan T. Francis
10618538;Xin Han
10618591;H. Dakhlaoui
10620477;Antonio Cárdenas
10620604;Mu Xia
10621482;Juan Pazos
10621808;H. K. Hsiao
10624240;Hirofumi Tomita
10628685;Tatjana Fedtschenko
10631835;Norbert Haas
10637457;D. Prasanna
10639210;Daisy Monika Lal
10640368;Eriita G. Jones
10641644;Tedros M. Berhane
10645188;Michael Brudno
10645582;Henning Redestig
10645603;Masayoshi Tomizuka
10646372;Hideaki Yamashita
10647178;Min Zhou
10649183;Hironobu Takagi
10649726;Michael Thomas
10652194;Helmut Prodinger
10671255;Raju Bhukya
10673977;Hongyuan Gao
10674062;Alain Martel
10675741;Xuening Chu
10676258;Miguel Pignatelli
10677216;Maurizio Tesconi
10677543;Pedro M. Q. Aguiar
10678152;Qing Liu
10678714;Edward M. Rubin
10679203;Roberto Giambò
10679302;Karen P. Patten
10680482;Martin Reczko
10693201;H. Paul Zeiger
10693897;Ingerid Reinertsen
10694288;Jin'ichi Yamaguchi
10694449;Andreas L. Opdahl
10697968;Lifeng Lai
10698190;Jaeil Kim
10698602;Hua Zhu
10699198;Stefan Ruzika
10702303;Satish Chand
10702648;V. Gourishankar
10705008;Daan Apeldoorn
10706692;An Ren
10711873;Tamás Sámuel Tasi
10713727;Vladislav V. Matyunin
10723713;James Sterbenz
10726566;Sergey Poslavskiy
10732123;Yaonan Wang
10733782;Adrian J. Gibbs
10733962;Dmitry Korkin
10734653;Geoffrey F. Miller
10738767;Juan Miguel Medina 0002
10739636;Braham Himed
10740673;Guangyan Zhang
10741983;Xinning Wang
10752183;Zhen Wang
10753273;Jun Cheng 0002
10753580;Shun-Yuan Wang
10754481;Satrajit Chatterjee
10755798;Zhen Wang 0002
10755948;Yingpu Deng
10757044;D. Araki
10762776;Minerva M. Yeung
10763209;King N. Ngan
10763293;Martín López Nores
10766381;Ross Wilson
10773169;Nathan Johnson
10774494;Zhenzhan Wang
10774590;Jangwoo Park
10775122;Muhammad Bilal 0002
10775515;Rui Zhang 0034
10775964;Riste Skrekovski
10776448;Tomoya Suzuki
10777663;Jun Song 0002
10778010;B. R. Myers
10778188;R. Matsuki
10778457;Michael A. Wolfe
10778789;Anna Lisa Ferrara
10779280;Jianhua Wang
10779854;Fang Fu
10781768;Matthew K. H. Leung
10782575;Huazhou Chen
10783716;Loïc Peter
10790271;Bilal Ahmad
10792639;Benjamin Kemper
10792985;Evans C. Coutinho
10793671;Daniel R. Zerbino
10794832;Sanyang Liu
10794856;Giulietta Spudich
10795060;Alexander Poliakov
10795509;Bogdan Trawinski
10799829;Mehmet Ekmekci
10801832;Michael Yatauro
10802454;David I. Gottlieb
10803315;Marwa F. Areed
10820204;Md. Masud Rana 0001
10822972;Y. Kamizaki
10823176;María Eugenia Cabello
10823902;Qian Zhang
10827721;M. Y. Chan
10828667;Jun Zeng
10828755;Fumio Matsuda
10828906;Won Young Yun
10829186;Marc Modat
10829620;Lu Yu 0003
10829646;Roberto Zanetti Freire
10829963;Sebastian Schreiber
10831398;Edwin Lughofer
10837349;Guoqiang Tang
10838856;Alexander Dockhorn
10842135;Antonio Ramírez-Treviño
10844243;Jiwei Qin
10844294;H. Ziya Ulukan
10845443;Jesús Vigo-Aguiar
10845853;Kwabena A. Narh
10846681;Edmundo de Souza e Silva
10847171;Michele Germani
10848208;Michael Gnewuch
10848428;Ray C. C. Cheung
10850386;Dimitris Mourtzis
10851777;Yao Li 0006
10852035;Seikon Nagayama
10858076;Lucas Prilenski
10864128;Jong-Moon Chung
10866293;Olgierd Kempa
10866655;Yunjun Yao
10866776;Shouhei Kousai
10867406;Qiuzhen Lin
10867766;Han Hong
10868119;Jyh-Chyi Gong
10868338;K. Weiss
10868533;Piergiulio Tempesta
10872767;Kai-Yeung Siu
10872779;Eleanor McDonnell
10873847;Giovanni Dimauro
10875339;Rui Wang
10878380;Bing Wang
10881257;Suh-Yin Lee
10881762;Yulong Huang
10882705;Juan Eugenio Iglesias
10903035;Yulia A. Kraus
10906938;Stanislav V. Kremnyov
10910078;Daria M. Kupaeva
10911667;Alexandra A. Vetrova
10921820;Luay Tahat 0001
10922288;Hieu Trinh
10925170;Daisuke Miyashita
10925565;Kazuo Hashimoto
10926406;Liangliang Li
10926926;T. Nakajima
10930715;Francisco J. Pelayo
10930806;Rhoda Kinsella
10930973;Tian Zhao
10935871;Vsevolod Bohaienko
10939689;Mingsheng Li
10941093;Qingsong He
10944723;Yin Chaohui
10950212;Jinglai Shen
10950546;Xiaogang Jin 0001
10951657;S. Gen
10952069;Haizhou Li 0001
10952339;Liping Wang 0001
10954248;Y. Ishii
10956717;Min-Oh Kim
10957277;Joonsang Baek
10958077;Shigeki Sugano
10959483;Hui Yuan Xiong
10960430;Bert Overduin
10963257;Andreas Müller 0002
10963455;Georg F. Weiller
10964836;Mikko Kolehmainen
10965518;Weimin Xu
10965535;Chi-Wang Shu
10968570;Harrie Martens
10968761;Otto Mayer
10968887;Ying-Shao Hsu
10970349;Jennifer L. Harrow
10972376;Hiba Alsghaier
10973019;Davide Pellis
10976361;Khaled Alkhateeb
10978911;P. Subbulakshmi
10982543;Maria Luisa Catoni
10986131;Yesim Tonga Uriarte
10989562;Shengsheng Wang
10989819;Andreas T. Ernst
10990855;Scott Henninger
10991704;Karen J. Mullinger
10992189;Salah Sukkarieh
10993758;S. Kayaba
10997633;S. K. Rao
10998796;Nong Zhang
10999077;Hoang Viet Long
11007000;Santhosh Amilpur
11007310;Shuang Zhou 0014
11008786;Rafael I. Nepomechie
11019151;Keisuke Kato
11020926;Matthieu Muffato
11021203;George Chryssolouris
11023786;Mi Wang
11024030;Luiz F. G. Soares
11024325;Chia-Yin Lee
11025795;Khin Mi Mi Aung
11026532;Leo J. Lee
11027380;Rinaldo W. Montalvão
11029333;Stefano Campi
11037910;Chan Fook Mun
11041306;Huifeng Li
11041439;Jakub Wróblewski
11041891;James H. Clark 0001
11042451;Maria Paola Scaparra
11042741;Guomin Zhang
11043195;Xuzhi Lai
11043221;Harish Chandran
11043495;T. Hagiwara
11043584;Jianfeng Wang
11044020;Ludek Matyska
11044164;Marco Mandolini
11045646;Kostas Bimpikis
11045752;Theodore S. Papatheodorou
11047762;Shicheng Wang
11047851;Karsten Henckell
11048064;Jie Kong
11048107;Jianfeng Huang
11049085;Laurence T. Yang
11049145;Wang Yi 0001
11054561;Shidong Li
11054904;Luigi Bedini
11055605;Lawrence R. Rabiner
11056303;Martin Kampel
11060081;Jian Zhang
11060141;Alia Asheralieva
11061523;Alexandra Siposová
11061699;Seung-Hoon Kim
11064099;J. Martín-Vaquero
11064448;Hongwu Ma
11064627;Fan Mo
11079841;AliReza Soroush
11102505;Frederica Free-Nelson
11105079;Greg Restall
11105100;Yuan-Hai Shao
11105456;Inna Dubchak
11108745;Jianyong Chen
11110308;Bei Li
11110395;A. Jávor
11110761;Luca Foschini 0001
11111276;Xiangyu Y. Hu
11111464;K. Nitto
11111692;Colin Tattersall
11112008;Jingyu Han
11115654;Manish Kumar Jaiswal
11115858;Luisa Mosti
11116353;Raffaela Mirandola
11117411;Jagjit Singh Srai
11118031;Song Han 0002
11118436;Ankur P. Parikh
11119432;Elaine Shi
11119597;Eung Je Woo
11121354;Xiaoxiao Yang
11122728;Yotam I. Gingold
11123853;J. Suzuki
11124618;Håkon Tjelmeland
11132595;Farzad Jamshidi
11135756;T. Yanada
11136275;Krzysztof Trawinski
11136693;Jean-François Cardoso
11139988;Enrique Herrera-Viedma
11141338;Deepak R. Mishra
11142058;Yasuyuki Matsuda
11144452;V. A. Koshelev
11145100;Amar Ramudhin
11147413;Ji Hwan Cha
11148791;Jing Gong
11148982;Fima C. Klebaner
11149005;Gary Gordon
11150015;Sami Muhaidat
11150621;Hideaki Takanobu
11151962;Alexander Stanitzki
11153243;Juan Zhang
11154458;Hsin-Kai Wu
11154654;Alireza Tahbaz-Salehi
11156007;G. Kavitha
11169159;Majid Nazeer
11170562;Sheng Du
11175288;Qiang Ji
11176800;Mamta Rani
11177506;K. Ohm
11178556;G. G. Gustafson
11180628;Jody R. Schwartz
11182896;William M. McLaren
11186654;Bronwen L. Aken
11186786;Yuzhe Liu
11186787;Neil Smith
11188061;C. Lalas
11188302;S. S. Yu
11189373;Tetsuo Endoh
11189487;Carlos León 0001
11190823;James Harold Davenport
11192875;Yi-Hung Wei
11195088;Qiaolin Hu
11195774;Sung Min Park 0001
11195828;Bruce J. Doran
11207651;Rajeev Kumar Gupta
11211700;Quanbo Liu
11214809;Rohollah Zolfaghari
11215897;Hamid Davoudpour
11216074;Jing Wei
11216569;Tsuyoshi Ito
11217302;Emmanuel Reusens
11217728;Daiqian Xie
11218930;Robert J. Rossheim
11221914;Loukas Petrou
11223401;Manuel Ramos Cabrer
11224370;Jianping Xuan
11224853;Toshio Tokita
11225164;Zhongfeng Qiu
11225469;Jia Rong
11235923;Igor Sersa
11235931;Cory Andrew Henson
11236223;Daniel C. Indro
11236344;Guangyi Liu
11239589;Xu Zhang 0005
11250834;Mengdi Gan
11251496;Eike Schulz
11255599;Yun Lu
11255605;Haomin Zhang
11255806;Mauro Maya-Méndez
11257117;Massimiliano Orsini
11257265;Yasuaki Hidaki
11258603;Yipin Sun
11260155;Mohan Krishnamoorthy
11261494;Lynn Bacon Keane
11261727;Bo Wu 0006
11263222;Mats Gyllenberg
11263466;Fulvio Babich
11264911;Sean M. Buckley
11265688;William Maniatty
11266861;Thibaut Hourlier
11268263;Jian Yan 0001
11270993;Junfeng Xie
11272493;Hao Wu
11273270;Arindam Sarkar
11273607;Weisi Guo
11274639;Michael C. Wicks
11275556;I. Dawa
11278427;Aart A. J. Matsinger
11278491;Emanuele Salerno
11281048;Fei Liu 0001
11281427;Eugene Krissinel
11281860;Sophie D'Amours
11282390;Daniel Diermeier
11282742;Kumpati S. Narendra
11282752;Andy Yates
11283203;Dongwon Jeong
11284964;Sang-Bock Cho
11286636;Giray Ökten
11287218;Qiang Wang
11288763;Alan Mishchenko
11289578;Clinton S. Willson
11289857;Lan Ye
11290092;Bryan Houliston
11293641;Anna L. Cox
11294998;Ibrahim Takouna
11297251;Jun Ye
11302614;Anthony Przybylski
11302636;Xin Chen 0012
11304097;Randy Chiao
11306681;Chang-you Xing
11308944;Cheng-Lin Liu
11310119;Huabiao Lu
11311533;Ruyi Dong
11320915;Peidai Xie
11323517;Tarun Maini
11326049;Jiaxin Ju
11327965;George A. Vouros
11328273;Jules Vleugels
11328302;Eduardo Ros Vidal
11330476;Yongchuan Shi
11340586;Konstantinos Billis
11342222;Shou-Chuang Lin
11342434;Fergal J. Martin
11342601;Jos de Jong
11343520;Daniel N. Murphy
11345355;Dagmar Stumpfe
11348873;Guangyao Si
11366218;Qiang Fu
11366894;Andreas Flache
11370787;Timothy Kam
11371958;Pavan Nuggehalli
11373335;K. Ouchi
11373500;Yukinobu Hamuro
11375164;Israel Rivera-Rangel
11376775;Munish Chauhan
11377186;Zhicai Zhang
11379065;Thiago Alves de Queiroz
11379732;Zoltán Ozsvár
11380506;Maroua Bencheikh Elhoucine
11384196;Weifeng Zhao
11384723;Quan Leng
11384791;Marwa Selmane
11386702;Sharad Acharya
11390360;Thomas Brandmeier
11390772;Bolin Li
11391328;Niko Joram
11395808;L. J. López-Reyes
11406585;Sk. Md. Equeenuddin
11408296;Pradipta R. Muduli
11412326;Tamoghna Acharyya
11413374;Gurdeep Rastogi
11423019;Peter Haddawy
11424396;Raúl Chávez-Romero
11431220;Alejandra Sanchez
11431283;Scott D. Noble
11435231;Yanqiao Zhao
11437809;Jiubin Tan
11442565;Xiangpeng Xie
11443775;I. R. Wilson
11446032;Oludotun Olubanjo
11446528;Na Wang
11447095;Jerzy Konorski
11447701;Daniel S. Menasché
11447900;Hao Ling
11448048;Chi-Ren Shyu
11449080;Kelly A. Frazer
11450960;Boyko Kakaradov
11452372;Aurobinda Routray
11468085;Derya Maktav
11470337;Yue Yuan
11478448;Dalia Khairy
11483436;Yuto Minakata
11483899;B. V. Jayawant
11486920;Tomás Seosamh Harrington
11497135;Nina Herrmann
11500382;John F. Farrow
11505352;Jianbo Du
11507127;Nguyen T. Thanh
11508396;Kanghong Jing
11511407;Alidad Ahmadi
11514379;Chao-Yang Du
11524376;Tuan Wu
11529462;Naichao Wang
11531434;Rainer Iraschko
11531598;Jiangtao Yuan
11534507;James Slevinsky
11540325;Paula C. Sanematsu
11550517;Thomas Maurel
11550529;Sarah E. Hunt
11551688;Rishi Nag
11552151;Carlos García-Girón
11553835;Anja Thormann
11555735;Aditya Kashi
11566843;Guoxi Liang
11568792;Maziah Mat Rosly
11573936;Nan Zhao 0002
11578488;Mariusz Giero
11578607;Jie Zhang 0003
11579204;Xiaonan Li
11579268;Wanrong Zhang 0002
11579666;Frank K. Soong
11580490;Byeong-Seok Shin
11581103;Munchurl Kim
11582065;Butje Eddy Patuwo
11583672;Shietung Peng
11584296;Rajesh Kumar Pateriya
11584418;Harpreet Singh Riat
11584537;Gilles Hétreux
11585173;Salvatore Sessa 0002
11585270;Haibo Min
11585980;Baokang Zhao
11586411;Ping Yan
11588913;Debadatta Swain
11589266;Enrica Gentile
11589434;Antoine Bossard
11589910;Tao Jin
11592660;A. Murasugi
11593115;D. Yamamoto
11593471;Mukesh Kumar
11596424;Breno Augusto De Melo Menezes
11600050;Davide Crapis
11604072;Chung-Chun Yang
11605525;Robert Hartung
11605629;Anna Tonazzini
11605932;Zaifang Zhang
11607441;Zahid Ullah 0001
11608037;Michel Mandjes
11608299;Francisco Chiclana
11608524;Liusheng Huang
11608934;Sangheon Pack
11609256;Nikolaj Bjørner
11610109;Yugang Niu
11611511;Sang-Chul Lee
11611727;Stephen Fitzgerald
11613587;Mehrdad Dianati
11613729;Fruzsina Soltész
11616618;Soorin Yim
11623896;T. Ueda
11624047;Arif Khan 0001
11624626;Gebhard Geiger
11627567;Marinella Petrocchi
11627715;Emi Morikawa
11631606;Paris Avgeriou
11631896;Jan van den Berg
11632548;Xin Feng
11632924;Yakun Wang
11633931;Hanoch Lev-Ari
11636227;Siva Nadarajah
11643649;Adrià Casamitjana
11647710;Jie Shen 0001
11648614;Xingyan Kuang
11648663;Andrea Capiluppi
11649111;Andreas Hennig
11649987;Akira Oikawa
11651054;Kristoffer Høgsbro Rose
11652589;Julián Bravo-Castillero
11654751;Tom Drechsel
11665278;Ping-Ping Dai
11674063;Suat Irmak
11691989;Anton A. Marchenko
11701904;Signy Sheldon
11701924;Aruna Jain
11704095;John Mortimer
11714349;Nasrul Anuar Abd Razak
11716843;Nor Aina Mohd Jai
11721988;Xiao Ying 0001
11727693;Chin-Chen Chang 0001
11727880;Kim-Kwang Raymond Choo
11728279;Robert Cartwright
11728338;Biswanath N. Chatterji
11728482;Marcello Cinque
11728501;Henry Cohn
11728531;Shi-Kuo Chang
11728576;Armin B. Cremers
11732991;Lukas Lanza
11740700;Kang Gu
11742516;Luis Gonzaga Sales Vasconcelos
11746508;Amir Sternheim
11748398;Nir Trabelsi
11750819;Kent Myers
11769113;Xiaoli Li 0011
11771495;Xian-Yun Tian
11773461;Roderich Gross
11773486;Jean-Luc Gaudiot
11773528;Guang R. Gao
11773900;Paolo Gamba
11773975;Patrick Gallinari
11776343;Chungsun Jeong
11782734;Saehwan Lee
11798351;Zhaoping Tang
11798929;Dirk Roos
11802488;Dongfang Yang
11821067;Aicha Sekhari
11822868;Sudipta Mahapatra
11823374;Michael Drmota
11823634;Hu Xiong
11823949;Ana Fernández Vilas
11824320;Ángel Borrego
11824495;Wenjun Chris Zhang
11825471;Tadeusz Lasota
11825828;Zhenhua Guo 0001
11826385;A. Héron
11828096;Hiroyasu Iwata
11829033;S. Sreenadh
11829095;Seinosuke Narita
11829255;Xiao-mei Li
11830301;Rafael Brundo Uriarte
11830592;Dénes Szücs
11830920;Takao Ueda
11835325;Lirong Liu
11836963;Xiwang Zhang
11843551;Qifa Zhang
11843608;Heysem Kaya
11847560;Roy F. Keller
11847860;Robert Fitch
11848198;Ole Solheim
11848213;Leonid Berezansky
11848611;Yosihiro Niwa
11848973;Richard E. Smith
11852305;Tianhong Zhu
11859076;Shuhao Sun
11867943;Silvia Delgado
11868689;Jeffrey Hernandez
11871634;Yunting Zhang
11871878;Massimiliano Comisso
11872212;Dirk Roose
11874056;Nebojsa Jojic
11874093;Lei Ma
11874345;Jun Wu 0016
11874917;Jean-Luc Vay
11875396;Tomer Y. Morad
11875748;Katsutoshi Yada
11877248;Stefano Russo
11878041;Yen-Chang Chiu
11878775;László G. Nyúl
11884133;Zhan Shu
11884159;Jeroen Kuipers
11886201;Takashi Ikeda
11886868;Georgios M. Santipantakis
11888628;Mehmet C. Vuran
11890349;Peter M. Todd
11890920;Kristen L. Murphy
11891738;Bradley C. Autrey
11892882;Franklin P. Mills
11893725;Graziella Caprarelli
11895010;Victor V. Chepinoga
11895682;Oleg A. Anenkhonov
11896157;Yunfeng Ge
11913176;Chwan-Lu Tseng
11913807;Imtiaz Ahmed
11916220;John A. A. Sillince
11917161;Maria Letizia Corradini
11917991;I-Wen Mike Chu
11929913;Daqing Zhang 0001
11930180;Tsui-Tsai Lin
11933026;Yiming Zhao
11935986;Ross E. Curtis
11936599;Mahmoud Al-Qutayri
11936781;Huaguang Zhang
11937601;P. Friderichsen
11937877;Germain Garcia
11938350;Ernie Brickell
11938496;Karim Nouioua
11943437;Emmanouil G. Tsardoulias
11944380;Marian Gheorghe 0001
11945592;Gyu Sang Choi
11945783;Makoto Kobayashi
11945799;Hiroshi Imai
11947155;René Riedl
11950632;Lina S. Mohjazi
11951234;Theodore Patkos
11952496;Kentarou Fukuda
11953002;Dansheng Yu
11953588;Amonida Zadissa
11955091;Chang-Yuan Gao
11955268;Byung-Won On
11956902;Dochul Yang
11957336;Frank Ellinger
11960766;Ricardo García-Ródenas
11961243;Nai-Yang Deng
11962336;Mateus Patricio
11981642;Leo Gordon
11981660;Samrat Bhattacharjee
11981833;Jiaxin Han
11983177;Shien-Chiang Yu
11984039;K. Hopper
11985029;Bruce Fischl
11985414;Dong Wang
11986317;Bing Xue 0001
11986392;Jun Deguchi
11987165;Licheng Jiao
11989140;Caishun Li
11996291;Mitsuhiro Ishihara
12000826;Don Towsley
12001186;Vanessa Teague
12001211;Kok Lay Teo
12001238;Andrew S. Tanenbaum
12001430;Subhasmita Sahoo
12010669;Shlomo Shamai
12010954;John R. Smith
12011204;Ingo Scholtes
12011714;Biplab Sikdar
12011869;Jop F. Sibeyn
12012047;A. Frank van der Stappen
12012054;Thomas C. Shermer
12012113;Wojciech Szpankowski
12016754;Dieter Haas
12021937;Xuefeng Ding
12021951;Reinaldo Rodríguez-Ramos
12022254;Renald Brenner
12026335;Lázaro M. Sixto-Camacho
12028160;Federico J. Sabina
12028973;Raúl Guinovart-Díaz
12033499;Giuseppe Marmo
12033686;Enrique Personal
12035931;Salem Alkhalaf
12038010;Sara Mahdavi-Hezavehi
