:ID;journal:string
12041406;J. Artif. Gen. Intell.
12041407;IEEE Robotics Autom. Lett.
12041408;Pattern Recognit.
12041409;Interactions
12041410;ACM Trans. Algorithms
12041411;Int. J. Law Inf. Technol.
12041412;IEEE Open J. Commun. Soc.
12041413;IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.
12041414;IEEE Trans. Netw. Sci. Eng.
12041415;Int. J. Fuzzy Log. Intell. Syst.
12041416;Stud Logica
12041417;Artif. Intell. Eng. Des. Anal. Manuf.
12041418;Int. J. Semantic Web Inf. Syst.
12041419;Int. J. Cogn. Informatics Nat. Intell.
12041420;Int. J. Knowl. Learn.
12041421;IEEE Wirel. Commun. Lett.
12041422;Computing
12041423;Frontiers Artif. Intell.
12041424;Ann. GIS
12041425;Int. J. Wirel. Mob. Comput.
12041426;Contributions Discret. Math.
12041427;Int. J. Robotics Res.
12041428;Int. J. Syst. Dyn. Appl.
12041429;J. Soc. Comput.
12041430;Exp. Math.
12041431;EAI Endorsed Trans. Future Intell. Educ. Environ.
12041432;Int. J. Heal. Inf. Syst. Informatics
12041433;J. Comput. Eng.
12041434;Numer. Linear Algebra Appl.
12041435;IMPACT Comput. Sci. Eng.
12041436;J. Comput. Appl. Math.
12041437;Int. J. Comput. Process. Orient. Lang.
12041438;J. Cloud Comput.
12041439;Ind. Manag. Data Syst.
12041440;Virtual Real.
12041441;Int. J. Child Comput. Interact.
12041442;ACM Trans. Multim. Comput. Commun. Appl.
12041443;IEEE Micro
12041444;PsychNology J.
12041445;Int. J. Mob. Commun.
12041446;Int. J. Auton. Adapt. Commun. Syst.
12041447;J. Nonlinear Sci.
12041448;World Digit. Libr.
12041449;IEEE Trans. Learn. Technol.
12041450;Int. J. Strateg. Decis. Sci.
12041451;Comput. Graph.
12041452;Ann. des Télécommunications
12041453;Mach. Learn. Sci. Technol.
12041454;Speech Commun.
12041455;Speech Communication
12041456;ACM Trans. Inf. Syst.
12041457;Int. J. Serv. Stand.
12041458;Inroads
12041459;J. Multiple Valued Log. Soft Comput.
12041460;Enterp. Inf. Syst.
12041461;Web Intell. Agent Syst.
12041462;Web Intell.
12041463;IACR Cryptol. ePrint Arch.
12041464;IEEE Commun. Mag.
12041465;ACM J. Data Inf. Qual.
12041466;Int. J. Appl. Geospat. Res.
12041467;Des. Codes Cryptogr.
12041468;Int. J. Data Min. Model. Manag.
12041469;Mach. Learn. Knowl. Extr.
12041470;Model. Assist. Stat. Appl.
12041471;IEEE Trans. Emerg. Top. Comput. Intell.
12041472;Russ. Digit. Libr. J.
12041473;J. Strateg. Inf. Syst.
12041474;Digit. Creativity
12041475;Intell. Tutoring Media
12041476;Wirel. Sens. Netw.
12041477;World Wide Web J.
12041478;IEEE Trans. Veh. Technol.
12041479;IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.
12041480;Datenbank-Spektrum
12041481;Int. J. IT Bus. Alignment Gov.
12041482;Inf. Resour. Manag. J.
12041483;J. Electronic Imaging
12041484;Int. J. Neural Syst.
12041485;Inf. Fusion
12041486;Int. J. Perform. Eng.
12041487;Bull. ICA
12041488;Knowl. Eng. Rev.
12041489;Wasserwirtsch.
12041490;IEEE Trans. Engineering Management
12041491;Netw. Sci.
12041492;Commun. Res.
12041493;IEEE Syst. J.
12041494;Scand. J. Inf. Syst.
12041495;Notre Dame J. Formal Log.
12041496;Int. J. Comput. Integr. Manuf.
12041497;Concurr. Comput. Pract. Exp.
12041498;Concurr. Pract. Exp.
12041499;Quantum Inf. Process.
12041500;Int. J. Networked Distributed Comput.
12041501;Softw. Concepts Tools
12041502;Struct. Program.
12041503;Int. J. Interact. Commun. Syst. Technol.
12041504;Mob. Inf. Syst.
12041505;Mach. Transl.
12041506;J. Exp. Theor. Artif. Intell.
12041507;Int. J. Organ. Collect. Intell.
12041508;Frontiers ICT
12041509;Adv. Inf. Sci. Serv. Sci.
12041510;J. Comput. Des. Eng.
12041511;Int. J. Comput. Simul.
12041512;Prod. Eng.
12041513;IEEE Trans. Robotics
12041514;IEEE Trans. Robotics Autom.
12041515;IEEE J. Robotics Autom.
12041516;J. Syst. Control. Eng.
12041517;Int. J. Comput. Sci. Educ. Sch.
12041518;J. Adv. Comput. Intell. Intell. Informatics
12041519;Polibits
12041520;POLIBITS
12041521;Int. J. Innov. Digit. Econ.
12041522;Serv. Oriented Comput. Appl.
12041523;Int. J. Comput. Biol. Drug Des.
12041524;Int. J. Algebra Comput.
12041525;Int. J. Gen. Syst.
12041526;Int. J. Appl. Pattern Recognit.
12041527;IEEE Trans. Very Large Scale Integr. Syst.
12041528;Int. J. Syst. Softw. Secur. Prot.
12041529;Comput. Secur.
12041530;Int. J. Approx. Reason.
12041531;Comput. Manag. Sci.
12041532;IET Circuits Devices Syst.
12041533;J. Geogr. Inf. Syst.
12041534;Prax. Inf.verarb. Kommun.
12041535;Kybernetes
12041536;ACM SIGMOD Anthology
12041537;SoftwareX
12041538;Comput. Sci. Res. Dev.
12041539;Inform. Forsch. Entwickl.
12041540;SICS Softw.-Intensive Cyber Phys. Syst.
12041541;Nord. J. Comput.
12041542;Distributed Comput.
12041543;Math. Morphol. Theory Appl.
12041544;Program
12041545;Data Technol. Appl.
12041546;J. Cogn. Neurosci.
12041547;IEEE Trans. Computational Imaging
12041548;J. Approx. Theory
12041549;J. Heuristics
12041550;Int. J. Decis. Support Syst. Technol.
12041551;Soc. Choice Welf.
12041552;Vietnam. J. Comput. Sci.
12041553;J. Community Informatics
12041554;Comput. Intell. Neurosci.
12041555;ACM Trans. Math. Softw.
12041556;Trans. Edutainment
12041557;J. Aerosp. Comput. Inf. Commun.
12041558;J. Aerosp. Inf. Syst.
12041559;IEEE Access
12041560;Int. J. Web Inf. Syst.
12041561;Int. J. Cloud Comput.
12041562;Networks
12041563;Am. Math. Mon.
12041564;EURASIP J. Wirel. Commun. Netw.
12041565;Inf. Syst. J.
12041566;Found. Trends Databases
12041567;AIS Trans. Hum. Comput. Interact.
12041568;MIS Q. Executive
12041569;Discret. Math.
12041570;INFOR Inf. Syst. Oper. Res.
12041571;IEEE Trans. Autom. Control.
12041572;Int. J. Softw. Sci. Comput. Intell.
12041573;Cogn. Comput. Syst.
12041574;J. Vis.
12041575;Optim. Lett.
12041576;Int. J. Fuzzy Syst.
12041577;J. Appl. Log.
12041578;Distributed Syst. Eng.
12041579;J. Numer. Cogn.
12041580;IEEE Trans. Commun.
12041581;SIAM J. Sci. Comput.
12041582;Open J. Web Technol.
12041583;Eur. J. Comb.
12041584;IEEE Trans. Mob. Comput.
12041585;Int. J. Multim. Data Eng. Manag.
12041586;Enterp. Model. Inf. Syst. Archit. Int. J. Concept. Model.
12041587;Found. Trends Netw.
12041588;Int. J. Autom. Technol.
12041589;IEEE Trans. Evol. Comput.
12041590;Int. J. Mob. Learn. Organisation
12041591;J. Symb. Comput.
12041592;Math. Control. Signals Syst.
12041593;J. Probl. Solving
12041594;Mark. Sci.
12041595;J. Appl. Comput. Topol.
12041596;Int. J. Technol. Diffusion
12041597;Circuits Syst. Signal Process.
12041598;Comput. Commun.
12041599;ACM Trans. Intell. Syst. Technol.
12041600;J. Object Oriented Program.
12041601;IEEE Trans. Prof. Commun.
12041602;ACM Trans. Internet Techn.
12041603;J. Data Min. Digit. Humanit.
12041604;Cogn. Process.
12041605;Complex Syst.
12041606;IET Blockchain
12041607;Rev. Socionetwork Strateg.
12041608;Inf. Econ. Policy
12041609;LNCS Trans. Found. Mastering Chang.
12041610;Game Stud.
12041611;Adv. Intell. Syst.
12041612;Int. J. Fog Comput.
12041613;IISE Trans.
12041614;Comput. Ind. Eng.
12041615;J. Database Manag.
12041616;IET Biom.
12041617;Peer-to-Peer Netw. Appl.
12041618;Cryptogr.
12041619;Int. J. Mob. Comput. Multim. Commun.
12041620;Int. J. Next Gener. Comput.
12041621;Int. J. Shape Model.
12041622;Comput. Music. J.
12041623;IEEE Veh. Technol. Mag.
12041624;Int. J. Virtual Pers. Learn. Environ.
12041625;Electron. Commer. Res.
12041626;J. Knowl. Manag.
12041627;Comput. Graph. X
12041628;Graph. Vis. Comput.
12041629;J. Digit. Content Technol. its Appl.
12041630;OOPS Messenger
12041631;Inf. Syst.
12041632;ACM Trans. Storage
12041633;J. Comput. Assist. Learn.
12041634;Smart Comput. Rev.
12041635;Appl. Artif. Intell.
12041636;IPSJ Trans. Comput. Vis. Appl.
12041637;Nat. Comput.
12041638;Int. J. Comput. Games Technol.
12041639;Ecol. Informatics
12041640;Biol. Cybern.
12041641;Kybern.
12041642;Memetic Comput.
12041643;Bull. EATCS
12041644;Appl. Categorical Struct.
12041645;Appl. Math. Lett.
12041646;Int. J. Comput. Appl. Technol.
12041647;ACM Trans. Inf. Syst. Secur.
12041648;ACM Trans. Priv. Secur.
12041649;Adv. Fuzzy Syst.
12041650;Int. J. Inf. Commun. Technol. Hum. Dev.
12041651;Signal Image Video Process.
12041652;Neuroinformatics
12041653;Softw. Microsystems
12041654;Int. J. Cyber Behav. Psychol. Learn.
12041655;Int. J. Comput. Commun. Control
12041656;Comb.
12041657;Bus. Inf. Syst. Eng.
12041658;Softw. Pract. Exp.
12041659;Telematics Informatics
12041660;Int. J. High Perform. Comput. Netw.
12041661;Int. J. Aviat. Technol. Eng. Manag.
12041662;J. Complex.
12041663;Pers. Ubiquitous Comput.
12041664;Log. J. IGPL
12041665;Bull. IGPL
12041666;Cogn. Technol. Work.
12041667;Formal Methods Syst. Des.
12041668;J. Cryptol.
12041669;J. Convergence Inf. Technol.
12041670;J. Inf. Technol. Constr.
12041671;J. Chin. Lang. Comput.
12041672;Int. J. Asian Lang. Process.
12041673;OCLC Syst. Serv.
12041674;Digit. Libr. Perspect.
12041675;Int. J. Online Pedagog. Course Des.
12041676;Secur. Priv.
12041677;ACM SIGAPL APL Quote Quad
12041678;J. Stat. Theory Appl.
12041679;Risk Decis. Anal.
12041680;BMC Genom.
12041681;Int. J. Ultra Wideband Commun. Syst.
12041682;J. Intell. Fuzzy Syst.
12041683;Fundam. Informaticae
12041684;Fundam. Inform.
12041685;J. Comput.
12041686;IEEE Trans. Serv. Comput.
12041687;IEEE ACM Trans. Audio Speech Lang. Process.
12041688;IEEE Trans. Speech Audio Process.
12041689;J. Theor. Appl. Electron. Commer. Res.
12041690;Theory Comput.
12041691;Scientometrics
12041692;ACM Comput. Surv.
12041693;J. Circuits Syst. Comput.
12041694;J. Web Sci.
12041695;Int. J. Intell. Mechatronics Robotics
12041696;Environ. Model. Softw.
12041697;Brain Informatics
12041698;IEEE Trans. Cloud Comput.
12041699;Open J. Big Data
12041700;Int. J. Funct. Informatics Pers. Medicine
12041701;Int. J. Comput. Linguistics Chin. Lang. Process.
12041702;ACM Trans. Manag. Inf. Syst.
12041703;NeuroImage
12041704;Object Oriented Syst.
12041705;Int. J. Technol. Hum. Interact.
12041706;ACM SIGMOD Digit. Symp. Collect.
12041707;Hypermedia
12041708;Earth Sci. Informatics
12041709;EURASIP J. Embed. Syst.
12041710;ACM Trans. Embed. Comput. Syst.
12041711;Math. Methods Oper. Res.
12041712;Unternehmensforschung
12041713;Z. Oper. Research
12041714;ZOR Methods Model. Oper. Res.
12041715;Data Sci. Eng.
12041716;Int. J. Inf. Retr. Res.
12041717;Aslib Proc.
12041718;Aslib J. Inf. Manag.
12041719;Comput. Vis. Graph. Image Process.
12041720;Comput. Graph. Image Process.
12041721;Graph. Model. Image Process.
12041722;Graph. Model.
12041723;CVGIP Graph. Model. Image Process.
12041724;Sci. J. Riga Tech. Univ. Ser. Comput. Sci.
12041725;J. Embed. Comput.
12041726;Softwaretechnik-Trends
12041727;Frontiers Inf. Technol. Electron. Eng.
12041728;J. Zhejiang Univ. Sci. C
12041729;Commun. Nonlinear Sci. Numer. Simul.
12041730;J. Ambient Intell. Smart Environ.
12041731;Cogn. Comput.
12041732;Int. Arab. J. e Technol.
12041733;IEEE Signal Process. Mag.
12041734;Data Sci. J.
12041735;Knowl. Inf. Syst.
12041736;MMI Interakt.
12041737;J. Funct. Log. Program.
12041738;Digit. Gov. Res. Pract.
12041739;Discuss. Math. Graph Theory
12041740;LDV Forum
12041741;J. Lang. Technol. Comput. Linguistics
12041742;Int. J. Comput. Sci. Appl.
12041743;Int. J. Intell. Inf. Database Syst.
12041744;IEEE Trans. Smart Grid
12041745;Inf. Wiss. Prax.
12041746;Nachrichten Dok.
12041747;Electron. Gov. an Int. J.
12041748;Rev. Avances en Sistemas Informática
12041749;Theory Biosci.
12041750;IET Cyper-Phys. Syst.: Theory & Appl.
12041751;Trans. Mach. Learn. Data Min.
12041752;J. Inf. Law Technol.
12041753;J. Classif.
12041754;Electron. Publ.
12041755;Adv. Softw. Eng.
12041756;IEICE Electron. Express
12041757;SIGARCH Comput. Archit. News
12041758;Empir. Softw. Eng.
12041759;Int. Trans. Syst. Sci. Appl.
12041760;Pattern Anal. Appl.
12041761;Pac. Asia J. Assoc. Inf. Syst.
12041762;Ars Math. Contemp.
12041763;J. Supercomput.
12041764;Int. J. Soc. Organ. Dyn. IT
12041765;J. Lond. Math. Soc.
12041766;J. Biomed. Semant.
12041767;Connect. Sci.
12041768;IEEE Trans. Control. Netw. Syst.
12041769;J. Locat. Based Serv.
12041770;IET Comput. Vis.
12041771;OR Spectr.
12041772;J. High Speed Networks
12041773;New Media Soc.
12041774;Int. J. High Speed Comput.
12041775;AIS Trans. Replication Res.
12041776;Inf. Manag. Comput. Security
12041777;Inf. Comput. Secur.
12041778;Inf. Manag. Comput. Secur.
12041779;JSIAM Lett.
12041780;J. Comput. Aided Mol. Des.
12041781;Unmanned Syst.
12041782;Computerworld
12041783;Des. Autom. Embed. Syst.
12041784;Astron. Comput.
12041785;Sci. China Ser. F Inf. Sci.
12041786;Sci. China Inf. Sci.
12041787;IACR Trans. Cryptogr. Hardw. Embed. Syst.
12041788;Ars Comb.
12041789;J. Integer Seq.
12041790;CAAI Trans. Intell. Technol.
12041791;Comput. Aided Des.
12041792;Secur. Commun. Networks
12041793;login Usenix Mag.
12041794;Adv. Eng. Softw.
12041795;Trans. Petri Nets Other Model. Concurr.
12041796;IEEE Trans. Haptics
12041797;Discret. Math. Algorithms Appl.
12041798;Multiagent Grid Syst.
12041799;Qual. Reliab. Eng. Int.
12041800;IEEE Comput. Archit. Lett.
12041801;Geo spatial Inf. Sci.
12041802;Mach. Learn.
12041803;Integers
12041804;Int. J. Inf. Process. Manag.
12041805;AI Commun.
12041806;IEEE CAA J. Autom. Sinica
12041807;Soc. Netw. Anal. Min.
12041808;J. Comput. Virol. Hacking Tech.
12041809;J. Comput. Virol.
12041810;Int. J. Granul. Comput. Rough Sets Intell. Syst.
12041811;IEEE Consumer Electron. Mag.
12041812;PLoS Comput. Biol.
12041813;EAI Endorsed Trans. Cloud Syst.
12041814;Int. J. Sens. Networks
12041815;Digit. Appl. Archaeol. Cult. Heritage
12041816;J. Clin. Bioinform.
12041817;Int. Trans. Oper. Res.
12041818;Open Syst. Inf. Dyn.
12041819;IEEE Expert
12041820;IEEE Intell. Syst.
12041821;unpublished
12041822;Int. J. Reconfigurable Comput.
12041823;Ethics Inf. Technol.
12041824;Optim. Methods Softw.
12041825;Int. J. RF Technol. Res. Appl.
12041826;Veh. Commun.
12041827;ACM Trans. Parallel Comput.
12041828;J. Comput. Sci.
12041829;Angew. Inform.
12041830;Wirtschaftsinf.
12041831;Patterns
12041832;Eur. J. Inf. Syst.
12041833;IEEE Computer Graphics and Applications
12041834;Mob. Networks Appl.
12041835;J. Interconnect. Networks
12041836;ACM Trans. Cyber Phys. Syst.
12041837;Open J. Inf. Syst.
12041838;Central Eur. J. Oper. Res.
12041839;Cogn. Syst. Res.
12041840;IET Wirel. Sens. Syst.
12041841;First Monday
12041842;J. Num. Math.
12041843;J. Electron. Test.
12041844;Int. J. Secur. Networks
12041845;Frontiers Appl. Math. Stat.
12041846;Int. J. Inf. Syst. Supply Chain Manag.
12041847;Bus. Process. Manag. J.
12041848;Open J. Internet Things
12041849;Int. J. Adv. Corp. Learn.
12041850;BMC Medical Informatics Decis. Mak.
12041851;J. Multimodal User Interfaces
12041852;Int. J. Agent Technol. Syst.
12041853;Informatica Didact.
12041854;Int. J. Comput. Support. Collab. Learn.
12041855;AGIT Journal
12041856;AGIT Journal Angew. Geoinformatik
12041857;Int. J. Wirel. Networks Broadband Technol.
12041858;Quantum Inf. Comput.
12041859;Signal Process. Image Commun.
12041860;ACM SIGLOG News
12041861;Comput. Complex.
12041862;Int. J. Big Data Intell. Appl.
12041863;Adv. Comput.
12041864;IEEE Multim.
12041865;Inform. Spektrum
12041866;J. Data Intell.
12041867;J. Ubiquitous Syst. Pervasive Networks
12041868;Int. J. Comb. Optim. Probl. Informatics
12041869;J. Biomed. Informatics X
12041870;Int. J. Softw. Informatics
12041871;Int. J. Found. Comput. Sci.
12041872;J. Artif. Intell. Conscious.
12041873;EPJ Data Sci.
12041874;Comput. Phys. Commun.
12041875;Trans. Data Hiding Multim. Secur.
12041876;Rev. Iberoam. de Tecnol. del Aprendiz.
12041877;J. Inf. Technol.
12041878;Int. J. Eng. Soc. Justice Peace
12041879;Int. J. Semantic Comput.
12041880;Int. J. Bio Inspired Comput.
12041881;J. Inf. Process. Syst.
12041882;Comput. Stat. Data Anal.
12041883;Interact. Comput.
12041884;Int. J. Simul. Process. Model.
12041885;IEEE Trans. Sustain. Comput.
12041886;EURO J. Transp. Logist.
12041887;J. Artif. Intell. Soft Comput. Res.
12041888;IET Commun.
12041889;Int. J. Appl. Earth Obs. Geoinformation
12041890;Int. J. Knowl. Syst. Sci.
12041891;Electron. Colloquium Comput. Complex.
12041892;Int. J. Inf. Secur. Priv.
12041893;Comput. Math. Methods
12041894;Obj. Logiciel Base données Réseaux
12041895;Math. Comput. Sci.
12041896;Webology
12041897;Big Data
12041898;J. Quant. Linguistics
12041899;Adv. Robotics
12041900;Evol. Comput.
12041901;J. Stat. Softw.
12041902;Adv. Decis. Sci.
12041903;Educ. Inf.
12041904;Int. J. Distance Educ. Technol.
12041905;ACM SIGSOFT Softw. Eng. Notes
12041906;J. Math. Model. Algorithms
12041907;J. Math. Model. Algorithms Oper. Res.
12041908;Int. J. Medical Eng. Informatics
12041909;Cybern. Hum. Knowing
12041910;J. Sched.
12041911;Int. J. Learn. Technol.
12041912;Public Transp.
12041913;J. Uncertain Syst.
12041914;Hum. Comput.
12041915;Comput. Entertain.
12041916;Int. J. Web Appl.
12041917;Int. J. Image Graph.
12041918;J. Comput. Chem.
12041919;ACM Trans. Appl. Percept.
12041920;Logica Universalis
12041921;Comput. methods Biomech. Biomed. Eng. Imaging Vis.
12041922;Dagstuhl Artifacts Ser.
12041923;J. Digit. Forensic Pract.
12041924;Source Code Biol. Medicine
12041925;J. Sci. Comput.
12041926;J. Am. Medical Informatics Assoc.
12041927;Annu. Rev. Inf. Sci. Technol.
12041928;Ann. UMCS Informatica
12041929;J. Inf. Hiding Multim. Signal Process.
12041930;IEEE Trans. Green Commun. Netw.
12041931;ACM Trans. Comput. Syst.
12041932;Int. J. Inf. Syst. Crisis Response Manag.
12041933;Int. J. Bioinform. Res. Appl.
12041934;Comput. Biol. Medicine
12041935;J. Organ. Comput. Electron. Commer.
12041936;J. Organ. Comput.
12041937;Robotica
12041938;Int. J. Auton. Comput.
12041939;INFORMS J. Comput.
12041940;i-com
12041941;Datenschutz und Datensicherheit
12041942;Electron. Commun. Eur. Assoc. Softw. Sci. Technol.
12041943;Briefings Bioinform.
12041944;Brain Connect.
12041945;BMC Medical Imaging
12041946;IEEE Parallel Distributed Technol. Syst. Appl.
12041947;IEEE Concurr.
12041948;IEEE Concurrency
12041949;Art Discret. Appl. Math.
12041950;Int. J. Bifurc. Chaos
12041951;Int. J. Technoethics
12041952;Systems and Computers in Japan
12041953;IEEE Trans. Multi Scale Comput. Syst.
12041954;Adv. Multim.
12041955;Int. J. Comput. Aided Eng. Technol.
12041956;Int. J. Comput. Sci. Eng.
12041957;Proc. VLDB Endow.
12041958;Educ. Inf. Technol.
12041959;Softw. Process. Improv. Pract.
12041960;ACM SIGACCESS Access. Comput.
12041961;ACM J. Exp. Algorithmics
12041962;Open J. Math. Optim.
12041963;Coll. Res. Libr.
12041964;Int. J. Distributed Syst. Technol.
12041965;J. Intell. Syst.
12041966;IEEE Trans. Cogn. Commun. Netw.
12041967;Turkish J. Electr. Eng. Comput. Sci.
12041968;Electron. J. Inf. Syst. Dev. Ctries.
12041969;Chic. J. Theor. Comput. Sci.
12041970;Appl. Algebra Eng. Commun. Comput.
12041971;ACM Trans. Softw. Eng. Methodol.
12041972;J. Complex Networks
12041973;SIAM Rev.
12041974;Found. Trends Inf. Syst.
12041975;Symmetry
12041976;GeoInformatica
12041977;InnovaInt. J. Actor Netw. Theory Technol. Innov.
12041978;Electron. J. Comb.
12041979;CCF Trans. Netw.
12041980;J. Inf. Process.
12041981;Acta Informatica Pragensia
12041982;J. Information Security
12041983;Circuits Syst.
12041984;J. Satisf. Boolean Model. Comput.
12041985;Int. J. Wirel. Opt. Commun.
12041986;Int. J. Bus. Data Commun. Netw.
12041987;Inf. Syst. E Bus. Manag.
12041988;ACM Trans. Evol. Learn. Optim.
12041989;J. Adv. Inf. Fusion
12041990;Int. J. Crit. Infrastructure Prot.
12041991;Virtual Real. Intell. Hardw.
12041992;Int. J. Soc. Comput. Cyber Phys. Syst.
12041993;J. Graphics, GPU, & Game Tools
12041994;J. Graph. Tools
12041995;IEEE Trans. Reliab.
12041996;Found. Trends Web Sci.
12041997;Iran J. Comput. Sci.
12041998;Theory Pract. Object Syst.
12041999;J. Comput. Inf. Sci. Eng.
12042000;Int. J. Intell. Eng. Informatics
12042001;Sustain. Comput. Informatics Syst.
12042002;Int. J. Grid High Perform. Comput.
12042003;Int. J. Softw. Innov.
12042004;J. Informetrics
12042005;Finite Fields Their Appl.
12042006;Period. Math. Hung.
12042007;ACM Stand.
12042008;IEEE Trans. Consumer Electron.
12042009;Comput. Commun. Rev.
12042010;IEEE Trans. Knowl. Data Eng.
12042011;EAI Endorsed Trans. Mob. Commun. Appl.
12042012;J. Manag. Inf. Syst.
12042013;IEEE Trans. Computers
12042014;IEEE Trans. Electron. Comput.
12042015;IRE Trans. Electron. Comput.
12042016;Trans. I R E Prof. Group Electron. Comput.
12042017;Argument Comput.
12042018;Informatics
12042019;Int. J. E Politics
12042020;Found. Trends Hum. Comput. Interact.
12042021;SN Comput. Sci.
12042022;IEEE Trans. Cybern.
12042023;Adv. Comput. Math.
12042024;SIGBED Rev.
12042025;Int. J. Learn. Anal. Artif. Intell. Educ.
12042026;Parallel Algorithms Appl.
12042027;Int. J. Parallel Emergent Distributed Syst.
12042028;AI Soc.
12042029;J. Electron. Commer. Res.
12042030;Concurr. Eng. Res. Appl.
12042031;Netw. Protoc. Algorithms
12042032;4OR
12042033;Multiscale Model. Simul.
12042034;Compulog Newsletter
12042035;Technical Rep. UKSC 0060, IBM United Kingdom Scientific Centre
12042036;Research Report / RJ / IBM / San Jose, California
12042037;Hydrology and Earth System Sciences
12042038;ETH Zurich, Department of Computer Science / Technical Report
12042039;Universität Trier, Mathematik/Informatik, Forschungsbericht
12042040;Technical Report
12042041;meltdownattack.com
12042042;IWBS Report
12042043;LILOG-Report
12042044;LILOG-Memo
12042045;IBM Publication
12042046;Research Report / G / IBM / Cambridge Scientific Center
12042047;ANSI X3H2
12042048;ANSI X2H2
12042049;GTE Laboratories Incorporated
12042050;Digital System Research Center Report
12042051;University of California at Berkeley
